D71	Transform!C302+Transform!C303	2.0765552867331278
E50		 
E67		 
E68		
F60		
F62		 
F7		
G57		
H61		Liburnian Scaling
H62		scale fac
H63	3000/53	56.60377358490566
H66	15000/131	114.50381679389314
I62		draw
I63	2*26	52
I64		
I65		
I66		2
J61		10656
J62		FS
J63	I63*H63	2943.3962264150941
J66	I66*H66	229.00763358778627
K61	J61/12	888
K66	J66/12	19.083969465648856
K7		
L63	2900/2	1450
Q43		
W10		1.1476528477153363
W11		0
W12	W11	0
W13		0
W14		0
W15		Y
W16		y
W17		Y
W18		Y
W19		Y
W20		Y
W21		2.4500000000000002
W22		2.1
W23		1.53
W24		5.2
W25		2
W26		0.75
W27		1.5
W28		0.5
W29		-15
W3		INPUT SETS
W30		0
W31		
W32		
W33		
W34		2
W35		
W36		
W37		62
W38		54
W39		54
W4		Olympias
W40		1
W41		1
W42		28
W5		37
W6		32.35
W7		3.7
W8		2.4
W9		1.1499999999999999
X10		0.97784522595788304
X11		0
X12	X11	0
X13		0
X14		-0.85031571243267934
X15		N
X16		N
X17		N
X18		Y
X19		N
X20		N
X21		2.4500000000000002
X22		2
X23		1.3
X24		2.5
X25		2
X26		0.25
X27		1
X28		0.25
X29		-7.9752704791344664
X30		0
X31		
X32		
X33		
X34		2
X35		
X36		
X37		0
X38		26
X39		24
X4		Liburnian
X40		1
X41		1
X42		8
X5		20
X6		18
X7		2.9
X8		2
X9		1
Y10		0.9800498878881102
Y11		-0.15
Y12		-0.15
Y13		0
Y14		-1.2492237982397634
Y15		N
Y16		N
Y17		N
Y18		Y
Y19		N
Y20		N
Y21		2
Y22		2
Y23		2
Y24	2+2.5	4.5
Y25		2
Y26		0.5
Y27		1.2809403425074779
Y28		0.42812982998454402
Y29	-15*LWL/32.35	-7.9752704791344664
Y30		0
Y31		
Y32		
Y33		
Y34		2
Y35		
Y36		
Y37		0
Y38		26
Y39		24
Y4		PentM
Y40		1
Y41		1
Y42		8
Y43		Thranite
Y5		31
Y6		27.7
Y7		3.25
Y8		2.0499999999999998
Y9		0.96312499999999979
Z10		0.75900000000000001
Z11		0
Z12		0
Z13		0
Z14		5.1278789357413626
Z15		N
Z16		N
Z17		N
Z18		Y
Z19		N
Z20		N
Z21		2.4500000000000002
Z22		2
Z23		1.3
Z24		4.5
Z25		2
Z26		0.25
Z27		0.96
Z28		0.26
Z29		-7.9752704791344664
Z30		0
Z31		
Z32		
Z33		
Z34		2
Z35		
Z36		
Z37		0
Z38		26
Z39		24
Z4		PentB
Z40		1
Z41		1
Z42		8
Z5		20
Z6		17.2
Z7		2.8
Z8		1.75
Z9		0.97750000000000004
