A10		Point
AC50	($E$44/2)*(1+((AC10-$E$4/2)/($E$4/2)+($T$46*(AC10-$E$4/2)/($E$4/2)*(1-(AC10-$E$4/2)/($E$4/2)))/($O$4*(1-2*$O$5))))+Input!$B$13*'Basis Hull'!AC41	11.179999999999998
AC51		Y
AC52	AC12*$E$45/$E$5	6.0540540540540533E-2
AC53		6.8108108108108106E-2
AC54		0.16648648648648648
AC55		0.74162162162162149
AC56		1.0897297297297297
AC57		1.2940540540540537
AC58		1.4302702702702701
AC59		1.5286486486486486
AC60		1.6118918918918916
AC61		1.6610810810810808
AC62		1.6951351351351351
AC63		1.7027027027027026
AC64		1.7027027027027026
AC65		0
AC66		0
AC67		0
AC68		0
AC69		0
AC70		0
AC71		0
AC72		0
AC73		0
AC74		0
AC75		0
AC76		0
AC77		0
AC78		0
AC79		27
AC8		
AC9		8
AD10		X  =
AD11		Z
AD12	'Basis Hull'!AD13	0
AD13	'Basis Hull'!AD14	0.19999999999999998
AD14	'Basis Hull'!AD15	0.39999999999999997
AD15	'Basis Hull'!AD16	0.6
AD16	'Basis Hull'!AD17	0.79999999999999993
AD17	'Basis Hull'!AD18	0.99999999999999989
AD18	'Basis Hull'!AD19	1.2
AD19	'Basis Hull'!AD20	1.4
AD20	'Basis Hull'!AD21	1.5999999999999999
AD21	'Basis Hull'!AD22	1.7999999999999998
AD22	'Basis Hull'!AD23	1.9999999999999998
AD23	'Basis Hull'!AD24	2.1999999999999997
AD24	'Basis Hull'!AD25	2.4
AD25	'Basis Hull'!AD26	0
AD26	'Basis Hull'!AD27	0
AD27	'Basis Hull'!AD28	0
AD28	'Basis Hull'!AD29	0
AD29	'Basis Hull'!AD30	0
AD30	'Basis Hull'!AD31	0
AD31	'Basis Hull'!AD32	0
AD32	'Basis Hull'!AD33	0
AD33	'Basis Hull'!AD34	0
AD34	'Basis Hull'!AD35	0
AD35	'Basis Hull'!AD36	0
AD36	'Basis Hull'!AD37	0
AD37	'Basis Hull'!AD38	0
AD38	'Basis Hull'!AD39	0
AD39		27
AD48		
AD49		Number:
AD50		X  =
AD51		Z
AD52	AD12	0
AD53	IF(AD13<$I$4,AD13*$I$43/$I$4,$I$43+(AD13-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD13/$E$6*(1-AD13/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	8.7740275405815624E-2
AD54	IF(AD14<$I$4,AD14*$I$43/$I$4,$I$43+(AD14-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD14/$E$6*(1-AD14/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	0.1904368643742102
AD55	IF(AD15<$I$4,AD15*$I$43/$I$4,$I$43+(AD15-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD15/$E$6*(1-AD15/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	0.30808976690518386
AD56	IF(AD16<$I$4,AD16*$I$43/$I$4,$I$43+(AD16-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD16/$E$6*(1-AD16/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	0.44069898299873628
AD57	IF(AD17<$I$4,AD17*$I$43/$I$4,$I$43+(AD17-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD17/$E$6*(1-AD17/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	0.58826451265486801
AD58	IF(AD18<$I$4,AD18*$I$43/$I$4,$I$43+(AD18-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD18/$E$6*(1-AD18/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	0.73918635587357839
AD59	IF(AD19<$I$4,AD19*$I$43/$I$4,$I$43+(AD19-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD19/$E$6*(1-AD19/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	0.87026451265486804
AD60	IF(AD20<$I$4,AD20*$I$43/$I$4,$I$43+(AD20-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD20/$E$6*(1-AD20/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	1.0162989829987363
AD61	IF(AD21<$I$4,AD21*$I$43/$I$4,$I$43+(AD21-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD21/$E$6*(1-AD21/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	1.1772897669051838
AD62	IF(AD22<$I$4,AD22*$I$43/$I$4,$I$43+(AD22-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD22/$E$6*(1-AD22/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	1.3532368643742101
AD63	IF(AD23<$I$4,AD23*$I$43/$I$4,$I$43+(AD23-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD23/$E$6*(1-AD23/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	1.5441402754058156
AD64	IF(AD24<$I$4,AD24*$I$43/$I$4,$I$43+(AD24-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD24/$E$6*(1-AD24/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	1.75
AD65	IF(AD25<$I$4,AD25*$I$43/$I$4,$I$43+(AD25-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD25/$E$6*(1-AD25/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	0
AD66	IF(AD26<$I$4,AD26*$I$43/$I$4,$I$43+(AD26-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD26/$E$6*(1-AD26/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	0
AD67	IF(AD27<$I$4,AD27*$I$43/$I$4,$I$43+(AD27-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD27/$E$6*(1-AD27/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	0
AD68	IF(AD28<$I$4,AD28*$I$43/$I$4,$I$43+(AD28-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD28/$E$6*(1-AD28/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	0
AD69	IF(AD29<$I$4,AD29*$I$43/$I$4,$I$43+(AD29-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD29/$E$6*(1-AD29/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	0
AD70	IF(AD30<$I$4,AD30*$I$43/$I$4,$I$43+(AD30-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD30/$E$6*(1-AD30/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	0
AD71	IF(AD31<$I$4,AD31*$I$43/$I$4,$I$43+(AD31-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD31/$E$6*(1-AD31/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	0
AD72	IF(AD32<$I$4,AD32*$I$43/$I$4,$I$43+(AD32-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD32/$E$6*(1-AD32/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	0
AD73	IF(AD33<$I$4,AD33*$I$43/$I$4,$I$43+(AD33-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD33/$E$6*(1-AD33/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	0
AD74	IF(AD34<$I$4,AD34*$I$43/$I$4,$I$43+(AD34-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD34/$E$6*(1-AD34/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	0
AD75	IF(AD35<$I$4,AD35*$I$43/$I$4,$I$43+(AD35-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD35/$E$6*(1-AD35/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	0
AD76	IF(AD36<$I$4,AD36*$I$43/$I$4,$I$43+(AD36-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD36/$E$6*(1-AD36/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	0
AD77	IF(AD37<$I$4,AD37*$I$43/$I$4,$I$43+(AD37-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD37/$E$6*(1-AD37/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	0
AD78	IF(AD38<$I$4,AD38*$I$43/$I$4,$I$43+(AD38-$I$4)*($E$46-$I$43)/($E$6-$I$4))-Input!$B$14*AD38/$E$6*(1-AD38/$E$6)*AE$10/$E$4*(1-AE$10/$E$4)	0
AD79		27
AD8		
AD9		Number:
AE10	'Basis Hull'!AE11	22.645
AE11		Y
AE12	'Basis Hull'!AE13	0.08
AE13	'Basis Hull'!AE14	0.09
AE14	'Basis Hull'!AE15	0.22
AE15	'Basis Hull'!AE16	0.92
AE16	'Basis Hull'!AE17	1.37
AE17	'Basis Hull'!AE18	1.65
AE18	'Basis Hull'!AE19	1.83
AE19	'Basis Hull'!AE20	1.96
AE20	'Basis Hull'!AE21	2.06
AE21	'Basis Hull'!AE22	2.13
AE22	'Basis Hull'!AE23	2.17
AE23	'Basis Hull'!AE24	2.19
AE24	'Basis Hull'!AE25	2.2000000000000002
AE25	'Basis Hull'!AE26	0
AE26	'Basis Hull'!AE27	0
AE27	'Basis Hull'!AE28	0
AE28	'Basis Hull'!AE29	0
AE29	'Basis Hull'!AE30	0
AE30	'Basis Hull'!AE31	0
AE31	'Basis Hull'!AE32	0
AE32	'Basis Hull'!AE33	0
AE33	'Basis Hull'!AE34	0
AE34	'Basis Hull'!AE35	0
AE35	'Basis Hull'!AE36	0
AE36	'Basis Hull'!AE37	0
AE37	'Basis Hull'!AE38	0
AE38	'Basis Hull'!AE39	0
AE39		27
AE48		
AE49	AE9	7
AE50	($E$44/2)*(1+((AE10-$E$4/2)/($E$4/2)+($T$46*(AE10-$E$4/2)/($E$4/2)*(1-(AE10-$E$4/2)/($E$4/2)))/($O$4*(1-2*$O$5))))+Input!$B$13*'Basis Hull'!AE41	12.04
AE51		Y
AE52	AE12*$E$45/$E$5	6.0540540540540533E-2
AE53		6.8108108108108106E-2
AE54		0.16648648648648648
AE55		0.69621621621621621
AE56		1.0367567567567566
AE57		1.2486486486486483
AE58		1.3848648648648647
AE59		1.483243243243243
AE60		1.5589189189189188
AE61		1.6118918918918916
AE62		1.642162162162162
AE63		1.657297297297297
AE64		1.6648648648648647
AE65		0
AE66		0
AE67		0
AE68		0
AE69		0
AE70		0
AE71		0
AE72		0
AE73		0
AE74		0
AE75		0
AE76		0
AE77		0
AE78		0
AE79		27
AE8		
AE9		7
AF10		X  =
AF11		Z
AF12	'Basis Hull'!AF13	0
AF13	'Basis Hull'!AF14	0.19999999999999998
AF14	'Basis Hull'!AF15	0.39999999999999997
AF15	'Basis Hull'!AF16	0.6
AF16	'Basis Hull'!AF17	0.79999999999999993
AF17	'Basis Hull'!AF18	0.99999999999999989
AF18	'Basis Hull'!AF19	1.2
AF19	'Basis Hull'!AF20	1.4
AF20	'Basis Hull'!AF21	1.5999999999999999
